date,Open,High,Low,Close,Volume,Close_Time,Quote_asset_volume,Number_of_trades,Taker_buy_base,Taker_buy_quote
2020-11-25 07:32:00,88.71000000,88.71000000,88.58000000,88.59000000,153.82210000,1606307579999,13633.71435450,38,58.62440000,5196.31044080
2020-11-25 07:33:00,88.63000000,88.74000000,88.61000000,88.74000000,299.72468000,1606307639999,26576.70905250,41,142.18448000,12609.69944170
2020-11-25 07:34:00,88.74000000,88.76000000,88.62000000,88.75000000,529.94555000,1606307699999,47001.61033990,66,194.04171000,17209.97557450
2020-11-25 07:35:00,88.74000000,88.75000000,88.66000000,88.66000000,57.06127000,1606307759999,5061.57522990,42,23.92048000,2121.93262050
2020-11-25 07:36:00,88.67000000,88.72000000,88.63000000,88.68000000,71.90551000,1606307819999,6375.69020790,25,36.82268000,3265.47577220
2020-11-25 07:37:00,88.67000000,88.68000000,88.63000000,88.68000000,75.59219000,1606307879999,6702.19019470,20,49.77825000,4413.93860040
2020-11-25 07:38:00,88.68000000,88.68000000,88.53000000,88.60000000,272.28839000,1606307939999,24116.47713480,57,197.51857000,17491.84571520
2020-11-25 07:39:00,88.61000000,88.62000000,88.49000000,88.55000000,489.69337000,1606307999999,43351.81073550,54,283.69260000,25110.12327570
2020-11-25 07:40:00,88.51000000,88.52000000,88.36000000,88.43000000,766.01809000,1606308059999,67746.59018210,151,363.79463000,32177.71135210
2020-11-25 07:41:00,88.43000000,88.44000000,88.27000000,88.29000000,325.51560000,1606308119999,28760.06117900,93,113.23406000,10005.03919240
2020-11-25 07:42:00,88.28000000,88.33000000,88.06000000,88.10000000,4756.59934000,1606308179999,419463.29503780,328,2538.10600000,223819.70871690
2020-11-25 07:43:00,88.13000000,88.49000000,88.11000000,88.40000000,4887.13408000,1606308239999,431258.91713880,267,4261.89171000,376023.40342740
2020-11-25 07:44:00,88.41000000,88.46000000,88.15000000,88.21000000,1063.26169000,1606308299999,93876.61175720,158,497.43707000,43922.29408760
2020-11-25 07:45:00,88.23000000,88.40000000,88.23000000,88.39000000,541.36136000,1606308359999,47801.86465210,62,376.10245000,33212.99108420
2020-11-25 07:46:00,88.35000000,88.49000000,88.30000000,88.49000000,277.92787000,1606308419999,24561.03221180,68,123.76363000,10939.04266210
2020-11-25 07:47:00,88.49000000,88.77000000,88.42000000,88.74000000,531.75523000,1606308479999,47108.73316310,172,396.40263000,35117.53633510
2020-11-25 07:48:00,88.73000000,88.73000000,88.53000000,88.53000000,620.50876000,1606308539999,54993.88910740,94,231.12095000,20477.12580160
2020-11-25 07:49:00,88.51000000,88.54000000,88.44000000,88.51000000,285.98365000,1606308599999,25309.50981330,46,196.70402000,17409.12838910
2020-11-25 07:50:00,88.52000000,88.54000000,88.46000000,88.53000000,186.90782000,1606308659999,16544.40209940,24,58.73415000,5198.63266780
2020-11-25 07:51:00,88.50000000,88.63000000,88.44000000,88.63000000,308.17626000,1606308719999,27278.87096160,60,231.05567000,20452.91457490
2020-11-25 07:52:00,88.64000000,88.75000000,88.64000000,88.69000000,396.46483000,1606308779999,35167.24387010,80,197.00436000,17474.28488910
2020-11-25 07:53:00,88.70000000,88.78000000,88.70000000,88.74000000,546.35295000,1606308839999,48480.45163380,54,200.70786000,17809.83639980
2020-11-25 07:54:00,88.72000000,88.78000000,88.57000000,88.58000000,1272.70774000,1606308899999,112849.53026280,116,408.24418000,36187.91839060
2020-11-25 07:55:00,88.60000000,88.78000000,88.58000000,88.70000000,1002.31098000,1606308959999,88841.72370410,108,287.52156000,25503.88924780
2020-11-25 07:56:00,88.70000000,88.71000000,88.63000000,88.69000000,88.03852000,1606309019999,7805.87772870,57,71.97527000,6381.92613780
2020-11-25 07:57:00,88.65000000,88.65000000,88.54000000,88.60000000,503.09146000,1606309079999,44585.60242970,53,124.09012000,10995.94101940
2020-11-25 07:58:00,88.61000000,88.63000000,88.58000000,88.60000000,338.68234000,1606309139999,30010.38289870,30,52.83140000,4681.38026120
2020-11-25 07:59:00,88.60000000,88.61000000,88.52000000,88.56000000,209.84535000,1606309199999,18586.27724180,62,120.44586000,10668.65471880
2020-11-25 08:00:00,88.56000000,88.87000000,88.54000000,88.79000000,2061.33374000,1606309259999,182877.88100490,238,1265.71659000,112269.26050890
2020-11-25 08:01:00,88.77000000,88.85000000,88.72000000,88.72000000,341.16621000,1606309319999,30286.53391990,66,126.97449000,11274.28924920
2020-11-25 08:02:00,88.72000000,88.74000000,88.52000000,88.58000000,489.10959000,1606309379999,43331.72575250,86,267.36459000,23689.03852510
2020-11-25 08:03:00,88.58000000,88.59000000,88.48000000,88.53000000,542.26794000,1606309439999,48007.22326850,82,162.71697000,14408.81030720
2020-11-25 08:04:00,88.50000000,88.50000000,88.34000000,88.34000000,885.63253000,1606309499999,78311.52894280,147,343.43841000,30369.26733770
2020-11-25 08:05:00,88.34000000,88.61000000,88.34000000,88.60000000,783.00776000,1606309559999,69265.05882050,97,566.88264000,50146.90988410
2020-11-25 08:06:00,88.60000000,88.64000000,88.55000000,88.57000000,174.80562000,1606309619999,15484.46755050,47,57.62548000,5105.08598510
2020-11-25 08:07:00,88.59000000,88.64000000,88.52000000,88.53000000,231.49639000,1606309679999,20503.84358620,36,81.50044000,7218.34617600
2020-11-25 08:08:00,88.53000000,88.61000000,88.48000000,88.50000000,99.78804000,1606309739999,8833.54852650,40,48.59428000,4302.28088810
2020-11-25 08:09:00,88.52000000,88.56000000,88.49000000,88.54000000,257.21888000,1606309799999,22766.62065510,31,25.00104000,2213.53664230
2020-11-25 08:10:00,88.53000000,88.55000000,88.49000000,88.51000000,128.96753000,1606309859999,11415.46527920,41,65.19450000,5770.67005530
2020-11-25 08:11:00,88.49000000,88.49000000,88.17000000,88.36000000,856.80070000,1606309919999,75663.05494350,200,362.39879000,32007.24976740
2020-11-25 08:12:00,88.32000000,88.40000000,88.15000000,88.19000000,349.64884000,1606309979999,30859.30735810,111,153.36245000,13535.91663780
2020-11-25 08:13:00,88.26000000,88.31000000,88.00000000,88.10000000,827.86784000,1606310039999,72941.41131370,188,282.77628000,24926.09201210
2020-11-25 08:14:00,88.12000000,88.22000000,88.11000000,88.15000000,553.51602000,1606310099999,48801.25263680,93,163.98680000,14457.23336750
2020-11-25 08:15:00,88.15000000,88.35000000,88.13000000,88.34000000,588.13132000,1606310159999,51881.85515720,94,410.78289000,36247.22481960
2020-11-25 08:16:00,88.37000000,88.39000000,88.16000000,88.25000000,485.10210000,1606310219999,42800.08200750,93,313.37517000,27641.37263500
2020-11-25 08:17:00,88.30000000,88.37000000,88.26000000,88.31000000,398.97995000,1606310279999,35231.10445190,58,213.37142000,18840.44991860
2020-11-25 08:18:00,88.29000000,88.32000000,88.14000000,88.14000000,954.92258000,1606310339999,84252.64800530,98,628.08943000,55423.96031560
2020-11-25 08:19:00,88.13000000,88.17000000,88.03000000,88.05000000,976.27374000,1606310399999,86034.39128710,103,620.51914000,54701.36164120
2020-11-25 08:20:00,88.04000000,88.17000000,88.03000000,88.17000000,765.70347000,1606310459999,67457.89131610,86,376.14440000,33146.99633670
2020-11-25 08:21:00,88.16000000,88.38000000,88.16000000,88.36000000,1957.84803000,1606310519999,172820.25823860,92,969.53319000,85564.16675500
2020-11-25 08:22:00,88.36000000,88.45000000,88.30000000,88.30000000,374.68594000,1606310579999,33113.62966030,62,145.90924000,12892.62317970
2020-11-25 08:23:00,88.33000000,88.41000000,88.26000000,88.37000000,233.32545000,1606310639999,20611.65553400,54,128.30715000,11336.34509960
2020-11-25 08:24:00,88.37000000,88.44000000,88.31000000,88.31000000,136.63023000,1606310699999,12073.52608640,38,52.24960000,4618.31180070
2020-11-25 08:25:00,88.30000000,88.34000000,88.24000000,88.28000000,123.89794000,1606310759999,10939.35614970,30,37.71229000,3330.17766830
2020-11-25 08:26:00,88.27000000,88.39000000,88.26000000,88.37000000,670.51619000,1606310819999,59213.74816100,73,215.95085000,19078.54757720
2020-11-25 08:27:00,88.37000000,88.38000000,88.34000000,88.34000000,225.71896000,1606310879999,19943.27184730,40,67.60815000,5973.61603090
2020-11-25 08:28:00,88.34000000,88.44000000,88.33000000,88.40000000,77.35749000,1606310939999,6837.87270090,29,48.16220000,4257.24765430
2020-11-25 08:29:00,88.40000000,88.49000000,88.38000000,88.45000000,274.17115000,1606310999999,24253.12088820,49,163.32993000,14447.86429300
2020-11-25 08:30:00,88.45000000,88.53000000,88.38000000,88.53000000,354.88212000,1606311059999,31378.17926540,46,146.10939000,12923.14397280
2020-11-25 08:31:00,88.53000000,88.59000000,88.50000000,88.52000000,285.43010000,1606311119999,25270.31753130,33,170.97963000,15136.13361340
2020-11-25 08:32:00,88.54000000,88.59000000,88.53000000,88.55000000,100.83362000,1606311179999,8929.74028230,28,18.14716000,1607.07006280
2020-11-25 08:33:00,88.53000000,88.61000000,88.52000000,88.61000000,252.73094000,1606311239999,22385.38069090,46,217.48142000,19263.79459220
2020-11-25 08:34:00,88.61000000,88.75000000,88.61000000,88.75000000,1392.90598000,1606311299999,123530.99203320,127,527.11134000,46742.21936120
2020-11-25 08:35:00,88.76000000,88.82000000,88.67000000,88.74000000,2062.05343000,1606311359999,183098.05943440,107,172.45107000,15308.72058150
2020-11-25 08:36:00,88.76000000,88.76000000,88.62000000,88.65000000,227.26996000,1606311419999,20160.64094880,52,23.28006000,2064.50179760
2020-11-25 08:37:00,88.65000000,88.67000000,88.61000000,88.65000000,285.83490000,1606311479999,25338.12429730,45,189.60971000,16808.69932790
2020-11-25 08:38:00,88.65000000,88.77000000,88.61000000,88.73000000,888.55655000,1606311539999,78841.22389930,73,824.09189000,73124.44579010
2020-11-25 08:39:00,88.73000000,88.79000000,88.67000000,88.69000000,747.89296000,1606311599999,66357.72577750,64,305.90728000,27143.40930590
2020-11-25 08:40:00,88.68000000,88.68000000,88.63000000,88.66000000,105.37019000,1606311659999,9341.27961020,35,77.37437000,6859.50963220
2020-11-25 08:41:00,88.65000000,88.65000000,88.45000000,88.54000000,602.22220000,1606311719999,53323.52305100,101,276.95416000,24521.55341620
2020-11-25 08:42:00,88.54000000,88.77000000,88.54000000,88.62000000,1414.40844000,1606311779999,125393.01901480,180,627.17629000,55605.67986950
2020-11-25 08:43:00,88.66000000,88.77000000,88.57000000,88.64000000,936.17013000,1606311839999,83008.19362370,114,293.13859000,25998.44741710
2020-11-25 08:44:00,88.62000000,88.63000000,88.33000000,88.44000000,1109.86936000,1606311899999,98175.32303220,226,347.49888000,30748.53462450
2020-11-25 08:45:00,88.46000000,88.49000000,88.27000000,88.29000000,1217.34043000,1606311959999,107633.99646710,98,286.59058000,25341.87190720
2020-11-25 08:46:00,88.27000000,88.44000000,88.25000000,88.42000000,882.18040000,1606312019999,77936.82118750,104,370.09877000,32706.89270010
2020-11-25 08:47:00,88.40000000,88.40000000,88.18000000,88.25000000,906.87066000,1606312079999,80047.85220560,138,503.74583000,44468.40549640
2020-11-25 08:48:00,88.25000000,88.71000000,88.24000000,88.65000000,1082.79369000,1606312139999,95776.99637510,179,476.46689000,42163.98935000
2020-11-25 08:49:00,88.68000000,89.15000000,88.66000000,89.14000000,3337.59916000,1606312199999,296839.57122060,473,2641.23163000,234885.94528250
2020-11-25 08:50:00,89.11000000,89.28000000,88.93000000,88.96000000,3769.33930000,1606312259999,335940.63695810,406,1157.18187000,103160.97985460
2020-11-25 08:51:00,88.98000000,89.09000000,88.82000000,88.88000000,1787.45716000,1606312319999,158971.21728600,296,927.09009000,82462.82642980
2020-11-25 08:52:00,88.84000000,88.84000000,87.80000000,88.08000000,9095.26045000,1606312379999,800938.09868060,945,2091.18274000,184219.05388900
2020-11-25 08:53:00,88.08000000,88.08000000,87.31000000,87.80000000,5658.51425000,1606312439999,495578.33945810,946,2963.51574000,259650.60121110
2020-11-25 08:54:00,87.79000000,88.27000000,87.70000000,88.12000000,8043.87036000,1606312499999,707655.43358320,669,5696.39537000,501073.17080010
2020-11-25 08:55:00,88.15000000,88.26000000,87.59000000,87.86000000,5342.31008000,1606312559999,469119.02796540,486,3141.47610000,275726.18589400
2020-11-25 08:56:00,87.83000000,87.95000000,87.10000000,87.54000000,8025.56794000,1606312619999,702357.15802150,903,1976.00418000,173150.48594740
2020-11-25 08:57:00,87.53000000,87.54000000,86.97000000,86.97000000,3468.89541000,1606312679999,302522.14586070,565,922.38405000,80537.45302240
2020-11-25 08:58:00,86.97000000,87.37000000,86.86000000,87.36000000,4672.35086000,1606312739999,406865.33948220,679,3124.33126000,272120.78858840
2020-11-25 08:59:00,87.34000000,87.59000000,87.02000000,87.54000000,3056.53659000,1606312799999,266993.96552210,402,1185.18222000,103568.05194410
2020-11-25 09:00:00,87.55000000,87.68000000,87.07000000,87.23000000,3229.99570000,1606312859999,282248.43294990,469,1462.02982000,127831.81221150
2020-11-25 09:01:00,87.25000000,87.76000000,87.22000000,87.71000000,3467.60927000,1606312919999,303565.66213900,473,2546.82364000,222991.34927980
2020-11-25 09:02:00,87.74000000,87.79000000,87.40000000,87.50000000,2577.88156000,1606312979999,225768.77238010,358,1582.65857000,138605.44448720
2020-11-25 09:03:00,87.47000000,87.83000000,87.40000000,87.83000000,2973.31306000,1606313039999,260563.04637120,309,2201.58104000,192942.97657480
2020-11-25 09:04:00,87.83000000,88.22000000,87.75000000,88.04000000,2824.96367000,1606313099999,248658.80064320,452,1311.35829000,115387.99798820
2020-11-25 09:05:00,88.03000000,88.12000000,87.93000000,88.07000000,826.89748000,1606313159999,72785.23994450,164,562.86568000,49543.89776690
2020-11-25 09:06:00,88.12000000,88.27000000,88.09000000,88.20000000,1023.52802000,1606313219999,90264.08479940,146,674.81239000,59517.82792710
2020-11-25 09:07:00,88.16000000,88.27000000,88.16000000,88.20000000,848.52268000,1606313279999,74851.96859160,92,685.63736000,60480.54491770
2020-11-25 09:08:00,88.18000000,88.27000000,88.05000000,88.05000000,593.98060000,1606313339999,52372.70140700,161,282.25913000,24893.75602590
2020-11-25 09:09:00,88.05000000,88.23000000,87.86000000,88.19000000,1111.45143000,1606313399999,97870.42338430,182,641.08175000,56450.66769960
2020-11-25 09:10:00,88.20000000,88.20000000,87.95000000,88.08000000,1330.33851000,1606313459999,117128.96597110,173,713.24163000,62791.35473890
2020-11-25 09:11:00,88.08000000,88.08000000,87.76000000,87.76000000,835.78375000,1606313519999,73476.18312570,153,364.18205000,32015.51685180
2020-11-25 09:12:00,87.75000000,87.93000000,87.72000000,87.76000000,1087.54913000,1606313579999,95502.59659590,140,807.47478000,70900.92529440
2020-11-25 09:13:00,87.80000000,87.85000000,87.51000000,87.53000000,3440.63915000,1606313639999,301532.80380760,253,1851.88097000,162247.89001990
2020-11-25 09:14:00,87.52000000,87.74000000,87.42000000,87.57000000,2917.36329000,1606313699999,255508.14628240,228,2283.93486000,200027.19456740
2020-11-25 09:15:00,87.54000000,87.83000000,87.50000000,87.78000000,824.92875000,1606313759999,72295.06344190,113,305.86722000,26790.08070470
2020-11-25 09:16:00,87.81000000,87.83000000,87.56000000,87.63000000,979.93959000,1606313819999,85949.53051410,140,367.37390000,32212.86388440
2020-11-25 09:17:00,87.63000000,87.90000000,87.62000000,87.65000000,1163.12348000,1606313879999,102006.80901830,149,818.91013000,71802.57424480
2020-11-25 09:18:00,87.68000000,87.69000000,87.53000000,87.55000000,1788.17728000,1606313939999,156624.96372190,131,657.27867000,57571.57089840
2020-11-25 09:19:00,87.52000000,87.62000000,87.43000000,87.54000000,620.00052000,1606313999999,54273.26054160,95,243.83471000,21340.73096430
2020-11-25 09:20:00,87.61000000,87.65000000,87.48000000,87.52000000,1008.73916000,1606314059999,88314.08150330,88,595.92509000,52164.73438020
2020-11-25 09:21:00,87.51000000,87.51000000,87.30000000,87.37000000,1990.22739000,1606314119999,173905.85257230,200,649.09946000,56739.09931420
2020-11-25 09:22:00,87.36000000,87.48000000,87.30000000,87.48000000,528.99752000,1606314179999,46220.17990070,99,163.64258000,14304.63507440
2020-11-25 09:23:00,87.48000000,87.71000000,87.48000000,87.71000000,1742.65460000,1606314239999,152700.50752630,139,540.35471000,47315.60403600
2020-11-25 09:24:00,87.67000000,87.67000000,87.51000000,87.53000000,852.54629000,1606314299999,74704.39184550,64,198.61030000,17390.73453100
2020-11-25 09:25:00,87.57000000,87.69000000,87.50000000,87.69000000,182.43743000,1606314359999,15974.21056620,49,108.72749000,9521.88169400
2020-11-25 09:26:00,87.72000000,87.77000000,87.65000000,87.68000000,247.71237000,1606314419999,21726.22526580,58,183.57726000,16100.59025610
2020-11-25 09:27:00,87.64000000,87.65000000,87.45000000,87.50000000,4716.41809000,1606314479999,412732.54081440,161,3060.72089000,267834.88389380
2020-11-25 09:28:00,87.54000000,87.60000000,87.31000000,87.33000000,614.66216000,1606314539999,53755.44865320,96,219.88069000,19217.88552050
2020-11-25 09:29:00,87.32000000,87.41000000,87.31000000,87.40000000,1519.43035000,1606314599999,132792.31208700,128,1320.00789000,115364.43008540
2020-11-25 09:30:00,87.40000000,87.72000000,87.40000000,87.65000000,5812.42912000,1606314659999,508293.17736450,277,5075.86955000,443752.72718970
2020-11-25 09:31:00,87.64000000,87.86000000,87.64000000,87.84000000,907.01949000,1606314719999,79559.11295540,152,540.82111000,47436.67318050
2020-11-25 09:32:00,87.82000000,87.86000000,87.55000000,87.56000000,800.37761000,1606314779999,70152.47753200,123,132.82520000,11641.73384680
2020-11-25 09:33:00,87.55000000,87.78000000,87.55000000,87.77000000,837.83646000,1606314839999,73433.78199090,215,361.64139000,31686.91696650
2020-11-25 09:34:00,87.71000000,87.74000000,87.51000000,87.59000000,633.55687000,1606314899999,55546.33493330,80,227.31052000,19916.96665290
2020-11-25 09:35:00,87.55000000,87.84000000,87.54000000,87.77000000,538.51533000,1606314959999,47225.31366120,103,383.53871000,33627.16878180
2020-11-25 09:36:00,87.76000000,87.79000000,87.60000000,87.66000000,871.01602000,1606315019999,76394.69392240,111,380.32221000,33354.52202200
2020-11-25 09:37:00,87.69000000,87.85000000,87.66000000,87.80000000,281.56206000,1606315079999,24714.70851920,77,183.14666000,16078.31328310
2020-11-25 09:38:00,87.83000000,87.86000000,87.70000000,87.82000000,205.09594000,1606315139999,18001.16326300,46,81.88067000,7188.77048000
2020-11-25 09:39:00,87.82000000,87.95000000,87.82000000,87.84000000,354.13357000,1606315199999,31114.50157560,56,170.91108000,15013.26480060
2020-11-25 09:40:00,87.92000000,87.93000000,87.80000000,87.90000000,275.25101000,1606315259999,24188.08628950,56,163.64985000,14382.58910060
2020-11-25 09:41:00,87.92000000,87.97000000,87.81000000,87.84000000,716.22711000,1606315319999,62950.86026230,84,347.82519000,30581.10507010
2020-11-25 09:42:00,87.90000000,87.98000000,87.90000000,87.95000000,388.55989000,1606315379999,34171.62269230,37,212.56246000,18695.53824170
2020-11-25 09:43:00,87.93000000,87.94000000,87.84000000,87.90000000,121.61226000,1606315439999,10687.56933310,37,31.83598000,2799.02153340
2020-11-25 09:44:00,87.89000000,87.90000000,87.79000000,87.86000000,449.32595000,1606315499999,39460.74938750,54,285.76919000,25092.03247270
2020-11-25 09:45:00,87.83000000,87.94000000,87.68000000,87.90000000,1261.84763000,1606315559999,110814.98260140,104,762.94908000,67009.42921800
2020-11-25 09:46:00,87.90000000,88.00000000,87.90000000,87.93000000,174.75559000,1606315619999,15373.50992950,38,110.19217000,9695.83388280
2020-11-25 09:47:00,87.95000000,87.97000000,87.80000000,87.87000000,510.72629000,1606315679999,44885.51842400,69,193.26323000,16984.82850300
2020-11-25 09:48:00,87.86000000,87.98000000,87.81000000,87.94000000,339.88668000,1606315739999,29875.38307810,47,212.41402000,18670.68357310
2020-11-25 09:49:00,87.92000000,87.94000000,87.90000000,87.92000000,132.33694000,1606315799999,11633.74466970,14,74.01400000,6505.98609730
2020-11-25 09:50:00,87.92000000,87.95000000,87.91000000,87.94000000,120.66257000,1606315859999,10610.44068220,34,71.14217000,6256.22877370
2020-11-25 09:51:00,87.93000000,87.98000000,87.86000000,87.98000000,113.47768000,1606315919999,9976.02729120,23,83.63939000,7353.16358820
2020-11-25 09:52:00,87.93000000,87.93000000,87.89000000,87.93000000,27.61070000,1606315979999,2427.59215320,14,20.67476000,1817.76508660
2020-11-25 09:53:00,87.93000000,87.93000000,87.86000000,87.87000000,74.06702000,1606316039999,6510.24844520,34,36.83035000,3237.33927410
2020-11-25 09:54:00,87.87000000,88.05000000,87.87000000,88.05000000,263.26106000,1606316099999,23161.89987390,65,209.25089000,18409.59285650
2020-11-25 09:55:00,88.03000000,88.09000000,87.92000000,88.09000000,516.06873000,1606316159999,45425.09180980,74,326.86394000,28778.93036010
2020-11-25 09:56:00,88.10000000,88.17000000,87.97000000,88.10000000,958.32462000,1606316219999,84426.79503020,120,776.73510000,68433.45990090
2020-11-25 09:57:00,88.13000000,88.27000000,88.10000000,88.27000000,1068.85545000,1606316279999,94276.70407480,124,685.97799000,60508.98802530
2020-11-25 09:58:00,88.27000000,88.27000000,88.13000000,88.18000000,311.69849000,1606316339999,27492.33617010,55,137.74349000,12147.19810630
2020-11-25 09:59:00,88.15000000,88.25000000,88.15000000,88.20000000,190.53084000,1606316399999,16798.79038450,35,153.81681000,13561.10467390
2020-11-25 10:00:00,88.19000000,88.21000000,88.05000000,88.13000000,1237.43243000,1606316459999,109041.92884110,194,609.49637000,53714.11996120
2020-11-25 10:01:00,88.13000000,88.25000000,88.13000000,88.19000000,263.13893000,1606316519999,23206.08894070,50,133.49537000,11771.17957990
2020-11-25 10:02:00,88.19000000,88.19000000,88.04000000,88.09000000,738.31027000,1606316579999,65075.48169700,91,127.23291000,11210.44167860
2020-11-25 10:03:00,88.09000000,88.10000000,87.86000000,87.98000000,2078.57036000,1606316639999,182832.87209000,169,724.25753000,63695.02869340
2020-11-25 10:04:00,88.00000000,88.01000000,87.91000000,88.01000000,227.64980000,1606316699999,20028.53287880,59,74.83832000,6584.03590280
2020-11-25 10:05:00,87.98000000,88.13000000,87.95000000,88.04000000,872.58087000,1606316759999,76844.87427210,138,530.11483000,46692.01040250
2020-11-25 10:06:00,88.04000000,88.06000000,87.95000000,87.96000000,322.89335000,1606316819999,28414.15362590,59,167.02941000,14698.60130870
2020-11-25 10:07:00,87.95000000,88.05000000,87.86000000,87.98000000,580.86805000,1606316879999,51095.62740410,104,286.90727000,25243.72652850
2020-11-25 10:08:00,87.97000000,87.99000000,87.88000000,87.90000000,790.37733000,1606316939999,69513.36529500,100,114.99264000,10114.09518820
2020-11-25 10:09:00,87.91000000,88.01000000,87.90000000,87.91000000,404.88290000,1606316999999,35616.96680360,78,366.55722000,32247.16311960
2020-11-25 10:10:00,87.93000000,87.97000000,87.86000000,87.96000000,211.15860000,1606317059999,18564.89697090,59,129.88024000,11418.81281060
2020-11-25 10:11:00,87.95000000,88.01000000,87.90000000,87.98000000,154.73640000,1606317119999,13611.64703040,44,91.51366000,8049.96468690
2020-11-25 10:12:00,87.97000000,87.97000000,87.89000000,87.91000000,166.68488000,1606317179999,14655.43703910,58,82.74194000,7276.20917960
2020-11-25 10:13:00,87.93000000,88.00000000,87.84000000,87.93000000,305.82942000,1606317239999,26883.84667180,53,159.21020000,13998.11191400
2020-11-25 10:14:00,87.92000000,87.97000000,87.89000000,87.97000000,103.29444000,1606317299999,9082.47677550,35,71.92114000,6324.23136060
2020-11-25 10:15:00,87.97000000,87.97000000,87.95000000,87.97000000,9.41585000,1606317359999,828.22562750,9,1.84158000,162.00209070
2020-11-25 10:16:00,88.00000000,88.03000000,87.94000000,87.98000000,164.13483000,1606317419999,14443.27748380,47,58.32790000,5133.22947280
2020-11-25 10:17:00,88.02000000,88.03000000,87.97000000,88.03000000,429.92149000,1606317479999,37834.82987710,26,368.66182000,32445.46815080
2020-11-25 10:18:00,88.03000000,88.03000000,87.91000000,87.92000000,361.03428000,1606317539999,31758.22634760,31,100.26546000,8815.90476290
2020-11-25 10:19:00,87.92000000,87.92000000,87.84000000,87.86000000,501.84431000,1606317599999,44094.91915590,67,155.47907000,13662.69964110
2020-11-25 10:20:00,87.83000000,87.83000000,87.73000000,87.78000000,706.63235000,1606317659999,62021.73141990,124,262.31324000,23018.83326850
2020-11-25 10:21:00,87.76000000,87.82000000,87.73000000,87.82000000,558.27925000,1606317719999,48989.26390490,61,505.95130000,44396.50452490
2020-11-25 10:22:00,87.90000000,87.92000000,87.90000000,87.92000000,106.14262000,1606317779999,9331.49573560,16,38.49715000,3384.10601320
2020-11-25 10:23:00,87.93000000,87.93000000,87.76000000,87.81000000,277.45837000,1606317839999,24376.12466460,46,50.13967000,4404.10079750
2020-11-25 10:24:00,87.78000000,87.81000000,87.76000000,87.79000000,140.94871000,1606317899999,12373.09840170,24,95.33056000,8368.11867310
2020-11-25 10:25:00,87.78000000,87.86000000,87.77000000,87.86000000,244.86766000,1606317959999,21503.52755770,47,110.41610000,9695.60268780
2020-11-25 10:26:00,87.86000000,87.98000000,87.86000000,87.96000000,157.79776000,1606318019999,13869.40888090,25,55.10088000,4842.16174570
